"web-scraper-order","name_ja","company_games","company_description","company_descr_country","company_descr_city","url","top_level_domain","tld_country","link_geoip"
,"気まぐれソフトハウス",,,,,"http://wind-master.dip.jp/soft-info/","jp","Japan","JP"
,"ユニゾンソフト",,,,,"http://www.softpal.co.jp/unisonshift/index.html","jp","Japan","JP"
,"ソニーミュージックエンタテイメント",,,,,"http://sme.sonymusic.co.jp/","jp","Japan","N/A"
,"ノイズファクトリー",,,,,"http://www.noise.co.jp/","jp","Japan","JP"
,"にくきゅう",,,,,"http://www.alpha-jp.co.jp/~nikukyuu/","jp","Japan","N/A"
,"インタープログ",,,,,"http://www.interprog.co.jp/","jp","Japan","N/A"
,"グラフィックス",,,,,"http://www.grafix-soft.com/","com",,"JP"
,"ティー・ヅィー",,,,,"http://www.tzs.co.jp/","jp","Japan","N/A"
,"アートゥーン",,,,,"http://www.artoon.co.jp/","jp","Japan","N/A"
,"クロスゲート公式ＨＰ",,,,,"http://saru.square-enix.co.jp/crossgate/","jp","Japan","N/A"
,"マイクロブレイン",,,,,"http://www.mbrain.com/index.html","com",,"JP"
,"エレクトロズー",,,,,"http://home.att.ne.jp/red/ez/","jp","Japan","JP"
,"バンプレスト",,,,,"http://www.banpresto.co.jp/","jp","Japan","JP"
,"スイセン",,,,,"http://www.make-suisen.com/","com",,"JP"
,"ハムスター",,,,,"http://www.hamster.co.jp/","jp","Japan","JP"
,"レックスエンタテイメント",,,,,"http://www.rex.co.jp/rex-et/index.htm","jp","Japan","JP"
,"ネオレックス",,,,,"http://www.neorex.co.jp/","jp","Japan","JP"
,"アクセス",,,,,"http://www.axss.co.jp/","jp","Japan","N/A"
,"アークシステムワークス",,,,,"http://www.arcsy.co.jp/","jp","Japan","N/A"
,"びーにゃん",,,,,"http://www.r18game.com/beenyan/","com",,"JP"
,"フィザード",,,,,"http://www.feathered.com/","com",,"JP"
,"ユニゾンソフト",,,,,"http://www.softpal.co.jp/unisonshift/index.html","jp","Japan","JP"
,"クールキッズ",,,,,"http://www.eurus.dti.ne.jp/~koolkizz/","jp","Japan","JP"
,"デジタル・トウキョー",,,,,"http://www.ditokyo.co.jp/","jp","Japan","N/A"
,"アクアシステム",,,,,"http://www.aquasystem.co.jp/","jp","Japan","N/A"
,"パイオニアＬＤＣ",,,,,"http://www.pldc.co.jp/","jp","Japan","N/A"
,"シャノアール",,,,,"http://www.chatnoir.co.jp/","jp","Japan","US"
,"裸足少女",,,,,"http://hadashi.product.co.jp/","jp","Japan","JP"
